key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401776425,Closing the loop: A framework for tackling single-use plastic waste in the food and beverage industry through circular economy- a review,2024,5,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,359,,,"Arijeniwa, Victoria Foluke and Akinsemolu, Adenike A. and Chukwugozie, Deborah C. and Onawo, Ulakom Genesis and Ochulor, Chidinma Ezinne and Nwauzoma, Uju M. and Kawino, Dinah Awino and Onyeaka, Helen",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"",10.1016/j.jenvman.2024.120816,Plastic waste; Circular economy; Food and beverage; Sustainability,,,""
rayyan-401776426,State legislation for single-use plastics in Mexico: Which sectors are included?,2024,,,REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL,0188-4999,40,,105-117,"Jaime, Alejandra Reyes and Ibarra, Alonso Aguilar and Hernandez, Marisol Angles and Guereca Hernandez, Leonor Patricia",,English,CENTRO CIENCIAS ATMOSFERA UNAM,"CIRCUITO EXTERIOR, MEXICO CITY CU 04510, MEXICO",,"",10.20937/RICA.54930,waste management; network analyses; governance; regulation,,,""
rayyan-401776427,Breaking the plastic habit: Drivers of single-use plastic reduction among Thai university students,2024,5,,PLOS ONE,1932-6203,19,5,,"Oludoye, Oluseye O. and Supakata, Nuta",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0299877,"",,,""
rayyan-401776428,Re-use of laboratory utensils reduces CO2 equivalent footprint and running costs,2023,4,,PLOS ONE,1932-6203,18,4,,"Farley, Martin and Nicolet, Benoit",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0283697,"",,,""
rayyan-401776429,Understanding who avoids single-use plastics and why: A cross-country mixed-method study,2023,8,,JOURNAL OF CLEANER PRODUCTION,0959-6526,414,,,"Herweyers, Laure and Moons, Ingrid and Barbarossa, Camilla and De Pelsmacker, Patrick and Du Bois, Els",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jclepro.2023.137685,Single-use plastics; Sustainable consumption; Motivational processes; Consumer segments; Mixed-me...,,,""
rayyan-401776430,"Refill\_H2O: An IoT-Enabled Smart and Sustainable Water Dispensing Ecosystem - SUSTAINABLE DEVELOPMENT WITH RENEWABLE ENERGY, ICEER 2023",2024,,,,1863-5520,,,471-481,"Lopes, Sergio Ivan and Curralo, Ana Filomena and Sa, Leandro and Curado, Antonio",,English,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"10th International Conference on Energy and Environment Research (ICEER), Madrid, SPAIN, OCT 07-09, 2023",10.1007/978-3-031-54394-4\_37,Sustainability; Sustainable practices; Smart campus; IoT; RFID; Smartbottle; Refill station,,,""
rayyan-401776431,Journalists in a circular economy: Stakeholders' engagement in the media discourse on single-use plastics during the COVID-19 pandemic,2024,8,,HELIYON,,10,16,,"Krawczyk, Aleksandra and Goc, Alicja and Pellegrini, Airis and Jaguszewska, Natalia and Salas, Brenda Olivos and Bukowski, Michal and Grodzinska-Jurczak, Malgorzata",,English,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, MA 02139 USA",,"",10.1016/j.heliyon.2024.e36299,Media discourse; Environmental journalism; Single-use plastics; Circular economy; COVID-19,,,""
rayyan-401776432,"Polymer types and additive concentrations in single-use plastic products collected from Indonesia, Japan, Myanmar, and Thailand",2023,9,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,889,,,"Tun, Thant Zin and Nurlatifah and Htwe, Aung Than and Than, Ni Ni and Khine, Myint Myint and Chavanich, Suchana and Viyakarn, Voranop and Isobe, Atsuhiko and Nakata, Haruhiko",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2023.163983,Single-use plastic product (SUP); Organic additive; Asian countries; Recycling; Primary source,,,""
rayyan-401776433,A Talc- and Kaolin-Enriched Acetylated Starch Biocoating: An Alternative to Single-Use Plastic for the Food Industry,2024,12,,POLYSACCHARIDES,,5,4,656-671,"Veloso-Fernandez, Antonio and Laza, Jose Manuel and Perez-alvarez, Leyre and Vilas-Vilela, Jose Luis",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/polysaccharides5040042,starch biocoating; cellulose; kaolin; talc; barrier properties; single-use plastic,,,""
rayyan-401776434,Biotechnological interventions for monitoring and mitigating microplastic pollution and development of alternatives to single-use plastics,2024,9,,ENVIRONMENTAL QUALITY MANAGEMENT,1088-1913,34,1,,"Indumathi, S. Magadevan and Vardhan, Madurai Kathiravan Harsha and Kumar, Rajkumar Sheeja Rejith and Rohinth, Mourougavel and Ahmed, Zakir Hussain Tawfeeq and Prakash, Pandurangan and Kumar, Jagadeesan Aravind",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/tqem.22186,biodegradation; bioremediation; microplastics; remote sensing; satellite imagery; single-use plas...,,,""
rayyan-401776435,Biodegradation of Plastic Wastes in Soil: A Review on Testing and Evaluation Procedures,2024,,,PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,0324-5853,68,3,297-310,"Sundar, Sangeetha and Padavala, Hari Krishna",,English,BUDAPEST UNIV TECHNOLOGY ECONOMICS,"PERIODICA POLYTECHNICA, BUDAPEST, 1521, HUNGARY",,"",10.3311/PPch.36537,biodegradation; single-use plastic; microorganisms; soil; laboratory testing,,,""
rayyan-401776436,Intention to use reusable shopping bags in an emerging economy: a Bayesian Mindsponge framework analysis,2024,12,,DISCOVER SUSTAINABILITY,,5,1,,"Tran, Thien-Vu and Le, Manh-Tan and Melad, Amancio M.",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND",,"",10.1007/s43621-024-00763-9,Reusable shopping bag; Single-use plastic bag; Norm activation model; Theory of planned behavior;...,,,""
rayyan-401776437,Non-monetary intervention to discourage consumption of single-use plastic bags,2023,1,,BEHAVIOURAL PUBLIC POLICY,2398-063X,7,1,143-156,"Chandra, Gauri",,English,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND",,"",10.1017/bpp.2020.9,"",,,""
rayyan-401776438,Consumer perception and acceptance of edible packaging for various food products,2024,4,,JOURNAL OF FOOD SCIENCE,0022-1147,89,4,2423-2437,"Taylor, Sage and Colonna, Ann and Jung, Jooyeoun and Gutierrez, Jessica and Zhao, Yanyun",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1750-3841.16992,consumer perception and acceptance; edible food packaging; sensory evaluation,,,""
rayyan-401776439,"Knowledge, Attitudes, and Practices towards Single-Use Plastic Bags in the United Arab Emirates",2024,9,,SUSTAINABILITY,,16,17,,"Alteneiji, Shahad M. and Mathew, Betty T. and Mohammed, Hafsa A. and Abu-Elsaoud, Abdelghafar M. and El-Tarabily, Khaled A. and Al Raish, Seham M.",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su16177396,consumer behaviour; environmental awareness; environmental education; environmental impact; plast...,,,""
rayyan-401776440,Achieving sustainable source reduction of marine litter for ocean conservation in West Africa: Insights from single-use plastic consumers in Liberia,2024,1,,MARINE POLICY,0308-597X,159,,,"Abrokwah, Sika and Akuoko, Ivy Serwaa Gyimah and Akwetey, Margaret Fafa Awushie and Olendo, Mike Izava and Kershaw, Peter and Aheto, Denis Worlanyo",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.marpol.2023.105937,Single -use plastics; Beach litter; Socio-demographics; Awareness; Behaviour,,,""
rayyan-401776441,"Why Nigeria should ban single-use plastics: Excessive microplastic pollution of the water, sediments and fish species in Osun River, Nigeria",2024,2,,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,2772-4166,13,,,"Idowu, Gideon Aina and Oriji, Adewumi Yetunde and Olorunfemi, Kehinde Oluwasiji and Sunday, Michael Oluwatoyin and Sogbanmu, Temitope Olawunmi and Bodunwa, Oluwatoyin Kikelomo and Shokunbi, Oluwatosin Sarah and Aiyesanmi, Ademola Festus",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.hazadv.2024.100409,Microplastics; Osun river; Nigeria; Water; Sediments; Fish species,,,""
rayyan-401776442,"Intervention of Product Design in E-Commerce: Contribution to a Sustainable Proposal in Supermarket Delivery Services - ADVANCES IN DESIGN AND DIGITAL COMMUNICATION IV, DIGICOM 2023",2024,,,,2661-8184,35,,826-839,"Tinoco, Joao and Lima, Claudia and Mendonca, Rui",,English,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"7th International Conference on Design and Digital Communication, Barcelos, PORTUGAL, NOV 09-11, 2023",10.1007/978-3-031-47281-7\_67,Product Design; Sonae; E-commerce; Groceries Transport; Sustainability,,,""
rayyan-401776443,The ivory tower of academia in the era of climate change: European scientists' engagement in science popularization related to single-use plastics,2023,8,,ENVIRONMENTAL SCIENCE \& POLICY,1462-9011,146,,185-202,"Krawczyk, Aleksandra and Jaguszewska, Natalia and Ziolkiewicz, Weronika and Grodzinska-Jurczak, Malgorzata",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.envsci.2023.05.016,Science communication; Sustainability transition; Circular economy; Quintuple helix model; Single...,,,""
rayyan-401776444,Life Cycle Assessment of Banned Single-Use Plastic Products and Their Alternatives,2024,12,,MICROPLASTICS,,3,4,614-633,"Goodrum, Rebecca and Bartokova, Bibiana and Roy, Poritosh",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/microplastics3040038,single-use plastic products; reusable products; domestic products; imported products; life cycle ...,,,""
rayyan-401776445,Pro-environmental behavior regarding single-use plastics reduction in urban-rural communities of Thailand: Implication for public policy,2024,2,,SCIENTIFIC REPORTS,2045-2322,14,1,,"Oludoye, Oluseye O. and Supakata, Nuta and Srithongouthai, Sarawut and Kanokkantapong, Vorapot and Van den Broucke, Stephan and Ogunyebi, Lanrewaju and Lubell, Mark",,English,NATURE PORTFOLIO,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,"",10.1038/s41598-024-55192-5,"",,,""
rayyan-401776446,Goodbye Plastic Bags? Lessons from the Shopping Plastic Bag Ban in Chile,2024,5,,SUSTAINABILITY,,16,9,,"Frey, Maximiliano and Cifuentes, Luis A.",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su16093690,bag ban; plastic bag; single-use plastic; plastic pollution; environmental policy,,,""
rayyan-401776447,Local businesses' consumption and perception of Single-Use Plastics: A preliminary assessment for conservation and mitigation plans in the Egadi Islands Marine Protected Area,2023,9,,MARINE POLLUTION BULLETIN,0025-326X,194,,,"Genovese, Martina and Mangano, Maria Cristina and Papa, Federica and Romeo, Teresa and Greco, Silvestro",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2023.115252,SUP; Policymaking; MPA; Conservation; Social perception; Waste management,,,""
rayyan-401776448,"Reusable glassware for routine cell culture-a sterile, sustainable and affordable alternative to single-use plastics",2024,9,,FRONTIERS IN SUSTAINABILITY,,5,,,"Trusler, Emily C. and Davies, Merlin and Spurrier, Benjamin and Gould, Samantha J.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/frsus.2024.1447236,sustainable; reusable; leaf; cellculture; tissueculture; sustaianability; glassware; depyrogenation,,,""
rayyan-401776449,Reducing single-use plastic on college campuses: Theory of planned behavior-based brief interventions,2023,,,CURRENT RESEARCH IN ECOLOGICAL AND SOCIAL PSYCHOLOGY,,4,,,"Truelove, Heather Barnes and Largo-Wight, Erin and Siuda, Amy N. S. and Gowans, Shannon and Minichiello, Hollie and Hill, Juliette",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.cresp.2023.100098,Theory of planned behavior; Single-use plastic; Perceived behavioral control; Descriptive norms; ...,,,""
rayyan-401776450,Why is single-use plastic still in the conservation sector toolbox?,2025,10,,NEW ZEALAND JOURNAL OF ZOOLOGY,0301-4223,52,4,448-460,"Pitt, Katie and Ross, James and Paterson, Adrian",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",,"",10.1080/03014223.2024.2407335,Sustainable; plastic-free; conservation; New Zealand; monitoring,,,""
rayyan-401776451,Engaging faith-based communities in pro-environmental behavior using soft regulations: The case of single-use plastics,2023,1,,FRONTIERS IN ENVIRONMENTAL SCIENCE,,10,,,"Kaufmann, Dan and Tikotsky, Ariet and Yoreh, Tanhum and Tchetchik, Anat",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fenvs.2022.1019904,single-use plastics (SUP); disposable tableware; green nudge; discrete choice experiment (DCE); f...,,,""
rayyan-401776452,Optimal inspection (monitoring) and penalty (fine) for plastic bag ban compliance in Nepal,2025,3,,ENVIRONMENTAL DEVELOPMENT,2211-4645,53,,,"Bharadwaj, Bishal and Ujjwal, Kc and Subedi, Mukti Nath",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.envdev.2024.101100,Plastic bag ban; Retailer; Consumer; Machine learning; Monitoring; Fine,,,""
rayyan-401776453,Physio-chemical degradation of single-use plastics in natural weather and marine environments,2024,9,,ENVIRONMENTAL POLLUTION,0269-7491,357,,,"Shashoua, Yvonne and Peydaei, Asal and Mortensen, Martin N. and Kanstrup, Anders B. and Gregory, David J.",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.envpol.2024.124414,Single -use plastic products; Degradation; Natural environments; Underwater; Weathering,,,""
rayyan-401776454,Stopping marine debris at the source: Effectiveness of Source Reduction Plans in Australia,2023,9,,MARINE POLICY,0308-597X,155,,,"Serra-Goncalves, Catarina and Lavers, Jennifer L. and Fischer, Andrew M. and Tait, Heidi L. and Bond, Alexander L.",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.marpol.2023.105776,Community science; Source Reduction Plan; Plastic debris; Single-use plastics; Reduction strategies,,,""
rayyan-401776455,Long-term environmental impact of COVID-19 pandemic: derailed single-use plastic ban,2024,,,INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT,1478-9876,35,4,,"Mewada, Mitu and Albert, Susy",,English,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND",,"",10.1504/IJEWM.2024.142736,plastic waste; COVID-19 pandemic; environmental issue; plastic waste management; solid waste mana...,,,""
rayyan-401776456,Time to kick the butt of the most common litter item in the world: Ban cigarette filters,2023,3,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,865,,,"Green, Dannielle S. and Almroth, Bethanie Carney and Altman, Rebecca and Bergmann, Melanie and Gundogdu, Sedat and Warrier, Anish Kumar and Boots, Bas and Walker, Tony R. and Krieger, Anja and Syberg, Kristian",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2022.161256,Cigarette filters; Cellulose acetate; Single -use plastics; Ecological risk; Planetary boundaries...,,,""
rayyan-401776457,Climate Change Awareness and Pro-Environmental Intentions in Sports Fans: Applying the Extended Theory of Planned Behavior Model for Sustainable Spectating,2024,4,,SUSTAINABILITY,,16,8,,"Hwang, Soowoong and Lee, Jiho and Jang, Dojin",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su16083246,environmental sustainability; spectator sport; fan behavior; single-use plastic,,,""
rayyan-401776458,"Abundance and distribution of marine litter on the beaches of Okinawa Island, Japan",2024,3,,MARINE POLLUTION BULLETIN,0025-326X,200,,,"Ilechukwu, Ifenna and Ramen Das, Rocktim and Jamodiong, Emmeline A. and Borghi, Stefano and Manzano, Geminne G. and Hakim, Agus Alim and Reimer, James Davis",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2024.116036,Marine debris; Single -use plastics; Cigarette butts; Plastic bottle caps; Clean coast index (CCI...,,,""
rayyan-401776459,Review of the global evolution of regulations on single-use plastics and lessons drawn for Canada,2024,4,,WASTE MANAGEMENT \& RESEARCH,0734-242X,42,4,308-320,"Ahmadi, Leila and Shadbahr, Jalil and Shim, Gene Woojin and Hawco, Michael",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,"",10.1177/0734242X231184451,Plastic waste; regulations; emerging policies; single-use plastic ban; plastic bags ban; microbea...,,,""
rayyan-401776460,Reflexive EU environmental law: Exploring divergence in the French and German transposition of the Single-use Plastics Directive,2024,11,,REVIEW OF EUROPEAN COMPARATIVE \& INTERNATIONAL ENVIRONMENTAL LAW,2050-0386,33,3,577-591,"Ross, Violet and de Almeida, Lucila and van Leeuwen, Judith and van Zeben, Josephine",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/reel.12564,"",,,""
rayyan-401776461,Protecting public health and the environment: towards a general ban on cellulose acetate cigarette filters in the European Union,2023,10,,FRONTIERS IN PUBLIC HEALTH,,11,,,"Everaert, Stijn and Schoeters, Greet and Lardon, Filip and Janssens, Annelies and Van Larebeke, Nicolas and Raquez, Jean-Marie and Bervoets, Lieven and Spanoghe, Pieter",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fpubh.2023.1282655,smoking prevention; tobacco; cigarette filter; adenocarcinoma; ecotoxicology,,,""
rayyan-401776462,Revealing determinants shaping the sustainable consumption of single-use plastic food container substitutes,2025,1,,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,0195-9255,110,,,"Zhao, Shujie and Tan, Quanyin and Li, Yunlong and Li, Jinhui",,English,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",,"",10.1016/j.eiar.2024.107670,Single-use plastic food container; Substitutes; Perceived risk; Range satisfaction; Intention to ...,,,""
rayyan-401776463,Disintegration of commercial single-use plastics from synthetic and biobased origins and effects on plant growth,2024,12,,POLYMER DEGRADATION AND STABILITY,0141-3910,230,,,"Jasso-Salcedo, Alma Berenice and Salinas-Hernandez, Myrna and Fonseca-Garcia, Abril and Jimenez-Regalado, Enrique Javier and Aguirre-Loredo, Rocio Yaneli",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.polymdegradstab.2024.111071,Single-use plastics; Food container; Disintegration test; Plastic residues; Laboratory scale comp...,,,""
rayyan-401776464,Transformation of Single-Use Plastics into Lighter Hydrocarbons via an Economical Coal Fly Ash based Zeolite Catalyst,2024,1,,CHEMCATCHEM,1867-3880,16,2,,"Nazarloo, Nik Hossein and Zabihi, Omid and Shirvanimoghaddam, Kamyar and Ahmadi, Mojtaba and Naebe, Minoo",,English,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, 69451 WEINHEIM, GERMANY",,"",10.1002/cctc.202300909,Low-density polyethylene (LDPE); Coal fly ash; Single-Use Plastics; Catalytic pyrolysis; Circular...,,,""
rayyan-401776465,Ecotoxicity of Single-Use Plastics to Earthworms,2023,3,,ENVIRONMENTS,,10,3,,"Rodriguez, Teresa and Represas, Dana and Carral, Emilio V.",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/environments10030041,plastic; soil; survival; concentration; growth; earthworms,,,""
rayyan-401776466,"Factors driving plastic-related behaviours: Towards reducing marine plastic waste in Hoi An, Vietnam",2023,11,,JOURNAL OF CLEANER PRODUCTION,0959-6526,427,,,"Pham, Thi Bich Ngoc and Vu, Bich Phuong and Huynh, Thi Thuy Huong and Vu, Duc Huan",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jclepro.2023.139179,Marine plastic waste; Plastic waste; Single -use plastic; Reduction; Consumption; Environmental k...,,,""
