key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401776868,Spatio-temporal variation and seasonal dynamics of stranded beach anthropogenic debris on Indonesian beach from the results of nationwide monitoring,2022,9,,MARINE POLLUTION BULLETIN,0025-326X,182,,,"Cordova, Muhammad Reza and Iskandar, Mochamad Riza and Muhtadi, Ahmad and Nurhasanah and Saville, Ramadhona and Riani, Etty",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.114035,Marine debris; Plastics; Anthropogenic; Beach quality index; Indonesia,,,""
rayyan-401776869,OPTIMIZING THE DESIGN OF BARRIER LAYERS FOR PROMOTING THE USE OF RECYCLED MATERIALS FOR FOOD CONTACT - 12TH INTERNATIONAL CONFERENCE ON SIMULATION AND MODELLING IN THE FOOD AND BIO-INDUSTRY 2022 (FOODSIM'2022),2022,,,,,,,91-95,"Daoud, Natacha and Breysse, Colette and Domenek, Sandra and Vitrac, Olivier",,English,EUROSIS,"GHENT UNIV, COUPURE LINKS 653, GHENT, B-9000, BELGIUM",,"12th International Conference on Simulation and Modelling in the Food and Bio-Industry (FOODSIM), KU Leuven, Campus Gent, Ghent, BELGIUM, APR 03-06, 2022",,Food packaging; migration modeling; risk management; circular economy; food contact; functional b...,,,""
rayyan-401776870,COVID-19 pandemic and emerging plastic-based personal protective equipment waste pollution and management in Africa,2021,6,,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,2213-2929,9,3,,"Benson, Nsikak U. and Fred-Ahmadu, Omowunmi H. and Bassey, David E. and Atayero, Aderemi A.",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jece.2021.105222,SARS-CoV-2; Single-use plastics; COVID plastic wastes; Plastic pollution; SDG 3; SDG 11; SDG 14,,,""
rayyan-401776871,Life cycle assessment of environmental impact of disposable drinking straws: A trade-off analysis with marine litter in the United States,2022,4,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,817,,,"Gao, Angela L. and Wan, Yongshan",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2022.153016,Marine litter; Plastic waste; Polypropylene; Polylactic acid; Paper straw; Single-use plastics,,,""
rayyan-401776872,State Preemption of Consumer Merchandise and Beverage Containers: New Strategy to Preempt Sugar-Sweetened Beverage Policies?,2022,5,,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1078-4659,28,3,222-232,"Pomeranz, Jennifer L. and Mozaffarian, Dariush",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",,"",10.1097/PHH.0000000000001462,containers; local policy making; preemption; state government; sugar-sweetened beverage policies,,,""
rayyan-401776873,"Integrating Citizens' Importance-Performance Aspects into Sustainable Plastic Waste Management in Danang, Vietnam",2022,8,,SUSTAINABILITY,,14,16,,"Phan, Thi Thanh Thuy and Nguyen, Van Viet and Nguyen, Hong Thi Thu and Lee, Chun-Hung",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su141610324,community engagement; citizens' perceptions; importance-performance analysis; institutional incen...,,,""
rayyan-401776874,Safety and conservation at the deepest place on Earth: A call for prohibiting the deliberate discarding of nondegradable umbilicals from deep-sea exploration vehicles,2021,6,,MARINE POLICY,0308-597X,128,,,"Vescovo, Victor L. and Jamieson, Alan J. and Lahey, Patrick and McCallum, Rob and Stewart, Heather A. and Machado, Casey",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.marpol.2021.104463,Mariana Trench; Deep Ocean; Marine Debris; Marine litter; Plastic pollution; Exploration; Hazards...,,,""
rayyan-401776875,Fabrication of gelatin nanofiber webs via centrifugal spinning for N95 respiratory filters,2022,5,,BULLETIN OF MATERIALS SCIENCE,0250-4707,45,2,,"Arican, Fatih and Uzuner-Demir, Aysegul and Polat, Oguzhan and Sancakli, Aykut and Ismar, Ezgi",,English,INDIAN ACAD SCIENCES,"C V RAMAN AVENUE, SADASHIVANAGAR, P B \#8005, BANGALORE 560 080, INDIA",,"",10.1007/s12034-022-02668-7,Gelatin; centrifugal spinning; N95; mask; filter,,,""
rayyan-401776876,Design of a Serious Game for Children to Raise Awareness on Plastic Pollution and Promoting Pro-Environmental Behaviors,2021,12,,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,1530-9827,21,6,,"Panagiotopoulou, Loukia and Gayarre, Nora Cia and Scurati, Giulia Wally and Etzi, Roberta and Massetti, Gemma and Gallace, Alberto and Ferrise, Francesco",,English,ASME,"TWO PARK AVE, NEW YORK, NY 10016-5990 USA",,"",10.1115/1.4050291,human computer interfaces; interactions; virtual and augmented reality environments; virtual prot...,,,""
rayyan-401776877,Acceptability of a behaviour change intervention aimed at increasing the use of a reusable hot drink cup,2023,4,,EVALUATION AND PROGRAM PLANNING,0149-7189,97,,,"Novoradovskaya, Elizaveta and Mullan, Barbara and Hasking, Penelope",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.evalprogplan.2022.102203,Acceptability; Behavior change; Pro-environmental behavior; Habit; Reusable cup,,,""
rayyan-401776878,Farmers Markets and Single-Use Plastic: Why Environmentally Conscious Consumers Don't Bring Reusable Bags,2021,,,JOURNAL OF EXTENSION,0022-0140,59,4,,"Hardy, Scott and Bartolotta, Jill",,English,UNIV OF WISCONSIN EXTENSION JOURNAL INC,"605 EXTENSION BLDG 432 NORTH LAKE ST, MADISON, WI 53706 USA",,"",10.34068/joe.59.04.17,"",,,""
rayyan-401776879,Biodegradability of bioplastic blown film in a marine environment,2022,8,,FRONTIERS IN MARINE SCIENCE,,9,,,"Phosri, Santi and Kunjiek, Tikumporn and Mukkhakang, Chaninta and Suebthep, Sililuck and Sinsup, Wannisa and Phornsirigarn, Sasithorn and Charoeythornkhajhornchai, Pollawat",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2022.917397,biodegradation; marine environment; polybutylene succinate; polylactic acid; blown film plastic,,,""
rayyan-401776880,Hands-on Laboratory Experiments for Demonstrating Mixed Plastic Recycling,2023,1,,JOURNAL OF CHEMICAL EDUCATION,0021-9584,100,1,321-326,"Sadri, Mikaela and Smith, Paul and Spears, Samaria and Perkins, Jonathan and Dewitt, Carl and Savannah, Shane and Butler, Cameron and Qiang, Zhe",,English,AMER CHEMICAL SOC,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",,"",10.1021/acs.jchemed.2c00702,Upper-Division Undergraduate; General; Demonstrations; Hands-on Learning; Materials Science,,,""
rayyan-401776881,An emerging source of plastic pollution: Environmental presence of plastic personal protective equipment (PPE) debris related to COVID-19 in a metropolitan city,2021,1,,ENVIRONMENTAL POLLUTION,0269-7491,269,,,"Ammendolia, Justine and Saturno, Jacquelyn and Brooks, Amy L. and Jacobs, Shoshanah and Jambeck, Jenna R.",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.envpol.2020.116160,Plastics; Single-use plastics; Personal protective equipment (PPE); COVID-19; SARS-CoV-2,,,""
rayyan-401776882,Plastic and Us: looking at the marine litter problem from inside the rubbish. An unusual temporary exhibition at the Natural History Museum of the University of Pisa,2022,,,MEDITERRANEAN MARINE SCIENCE,1108-393X,23,2,338-356,"Merlino, Silvia and Locritani, Marina and Farina, Simone and Sorbini, Chiara and Battaglini, Silvia and Dellacasa, Marco and Scaglia, Patrizia and Marchi, Damiano and Bonaccorsi, Elena",,English,NATL CENTRE MARINE RESEARCH,"AGHIOS KOSMAS, HELLINIKON, GR-16-604, GREECE",,"",10.12681/mms.26445,Ocean literacy; marine litter; environmental plastic impact; museum exhibition; virtual visit; ed...,,,""
rayyan-401776883,Comparative assessment of marine weathering of ROP-derived biopolymers against conventional plastics,2021,6,,MARINE POLLUTION BULLETIN,0025-326X,167,,,"Rodgers, Karen and Mayes, William M. and Santoro, Orlando and Redshaw, Carl and Mccumskay, Rick and Parsons, Daniel R.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112272,Plastic; Bio-based; Bioplastic; Weathering; Leaching; Seawater,,,""
rayyan-401776884,"Is conscientious beachcombing the key to `unlock' marine plastic pollution trends through citizen science? A case study from Cockburn Sound, Western Australia",2022,4,,MARINE POLLUTION BULLETIN,0025-326X,177,,,"Davies, Linda and Kemp, Annabeth and O'Loughlin, Claire and Korczynskyj, Dylan",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.113519,Macroplastic; Beach litter analysis; Monitoring; Waste reduction; Marine pollution; Citizen science,,,""
rayyan-401776885,Effects of information provision on public attitudes toward bioplastics in Japan,2022,9,,FRONTIERS IN SUSTAINABILITY,,3,,,"Otaki, Yurina and Kyono, Taisei",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/frsus.2022.927857,bioplastics; biodegradable plastics; knowledge; perceptions; bio-based plastics,,,""
rayyan-401776886,"A starch-based, crosslinked blend film with seawater-specific dissolution characteristics",2023,1,,CARBOHYDRATE POLYMERS,0144-8617,299,,,"Jia, Yuxiang and Hsu, I, Yu - and Uyama, Hiroshi",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.carbpol.2022.120181,Starch; Composite film; Marine degradability; Water resistance; Hydrogen bond crosslink,,,""
rayyan-401776887,Comparison of Mechanical and Physicochemical Characteristics of Potato Starch and Gelatine Blend Bioplastics Made with Gelatines from Different Sources,2021,6,,CLEAN TECHNOLOGIES,,3,2,424-436,"Mroczkowska, Marta and Culliton, David and Germaine, Kieran and Neves, Adriana",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/cleantechnol3020024,bioplastics; gelatine; piscine gelatine; porcine gelatine; bovine gelatine; gelatine-starch blend,,,""
rayyan-401776888,Where is my reusable bag? Retailers' bag use before and after the plastic bag ban in Dharan Municipality of Nepal,2021,2,,WASTE MANAGEMENT,0956-053X,120,,494-502,"Bharadwaj, Bishal and Subedi, Mukti Nath and Chalise, Bishal K.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.wasman.2020.10.019,Plastic bag ban; Retailer; Expected fine; Reusable bag; Bag leakage; Solid waste,,,""
rayyan-401776889,Environmental payback periods of reusable alternatives to single-use plastic kitchenware products,2021,8,,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,0948-3349,26,8,1521-1537,"Fetner, Hannah and Miller, Shelie A.",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s11367-021-01946-6,"",,,""
rayyan-401776890,"Ecocommunicability, citizenship, and discourses on plastic control in India",2021,10,,GEOFORUM,0016-7185,125,,132-139,"Pathak, Gauri and Nichter, Mark",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.geoforum.2021.04.027,Plastic pollution; Plastic control; Ecocommunicability; Ecological citizenship; India,,,""
rayyan-401776891,"Solid Waste Management in Indian Himalayan Region: Current Scenario, Resource Recovery, and Way Forward for Sustainable Development",2021,3,,FRONTIERS IN ENERGY RESEARCH,2296-598X,9,,,"Thakur, Aman and Kumari, Sareeka and Sinai Borker, Shruti and Prashant, Swami Pragya and Kumar, Aman and Kumar, Rakshak",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fenrg.2021.609229,indian himalaya region; solid waste management; resource recovery; sustainable development; waste...,,,""
rayyan-401776892,Spent coffee grounds: An intriguing biowaste reinforcement of thermoplastic starch with potential application in green packaging,2022,8,,POLYMER COMPOSITES,0272-8397,43,8,5488-5499,"Nguyen, Vy H. T. and Prabhakar, M. N. and Lee, Dong-Woo and Song, Jung-il",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/pc.26856,bioplastic; compression molding; functional properties; spent coffee grounds; thermoplastic starch,,,""
rayyan-401776893,"Massive occurrence of benthic plastic debris at the abyssal seafloor beneath the Kuroshio Extension, the North West Pacific",2021,5,,MARINE POLLUTION BULLETIN,0025-326X,166,,,"Nakajima, Ryota and Tsuchiya, Masashi and Yabuki, Akinori and Masuda, Shuhei and Kitahashi, Tomo and Nagano, Yuriko and Ikuta, Tetsuro and Isobe, Noriyuki and Nakata, Haruhiko and Ritchie, Heather and Oguri, Kazumasa and Osafune, Satoshi and Kawamura, Kiichiro and Suzukawa, Maki and Yamauchi, Takuya and Iijima, Koichi and Yoshida, Takao and Chiba, Sanae and Fujikura, Katsunori",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112188,The deep-sea; Abyss; Marine litter; Plastic; Kuroshio,,,""
rayyan-401776894,Current status and future development of plastics: Solutions for a circular economy and limitations of environmental degradation - ENZYMATIC PLASTIC DEGRADATION,2021,,,,0076-6879,648,,1-26,"Skoczinski, Pia and Krause, Lars and Raschka, Achim and Dammer, Lara and Carus, Michael",,English,ELSEVIER ACADEMIC PRESS INC,"525 B STREET, SUITE 1900, SAN DIEGO, CA 92101-4495 USA",,"",10.1016/bs.mie.2020.11.001,"",,,""
rayyan-401776895,The 2019 global pandemic and plastic pollution prevention measures: Playing catch- up,2021,6,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,774,,,"da Costa, Joao Pinto",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2021.145806,Plastic pollution; Legislation; Regulatory measures; COVID-19,,,""
rayyan-401776896,Joining Sustainable Design and Internet of Things Technologies on Campus: The IPVC Smartbottle Practical Case,2022,5,,SUSTAINABILITY,,14,10,,"Curralo, Ana Filomena and Lopes, Sergio Ivan and Mendes, Joao and Curado, Antonio",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su14105922,sustainable design; smart campus; smartbottle; participatory design; design thinking; RFID; inter...,,,""
rayyan-401776897,Local wisdom narrative in environmental campaign,2022,12,,COGENT ARTS \& HUMANITIES,2331-1983,9,1,,"Primayanti, Ni Wayan and Puspita, Virienia",,English,TAYLOR \& FRANCIS AS,"KARL JOHANS GATE 5, NO-0154 OSLO, NORWAY",,"",10.1080/23311983.2022.2090062,Plastic Island; narrative analysis; Balinese; local wisdom; Environmental Campaign,,,""
rayyan-401776898,"Responsibility, engagement, and policy strategy for ocean plastic waste management: a Q-method study of stakeholder perspectives",2022,10,,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,0964-0568,65,13,2412-2435,"Heath, Abigail and Cotton, Matthew",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",,"",10.1080/09640568.2021.1971954,Ocean plastic waste; stakeholder perceptions; Q-methodology; environmental discourse,,,""
rayyan-401776899,Plastic waste to fuels by hydrocracking at mild conditions,2021,4,,SCIENCE ADVANCES,,7,17,,"Liu, Sibao and Kots, Pavel A. and Vance, Brandon C. and Danielson, Andrew and Vlachos, Dionisios G.",,English,AMER ASSOC ADVANCEMENT SCIENCE,"1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA",,"",10.1126/sciadv.abf8283,"",,,""
rayyan-401776900,Communicating `normal' behaviour: a randomised controlled trial experimenting with plastic avoidance media messages,2022,10,,COMMUNICATION RESEARCH AND PRACTICE,2204-1451,8,4,291-307,"Borg, Kim and Curtis, Jim and Lindsay, Jo",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",,"",10.1080/22041451.2022.2137244,Behaviour; social norms; single-use plastic; social media; documentary,,,""
rayyan-401776901,Scattered accumulation hotspots of macro-litter on the seafloor: Insights for mitigation actions,2022,1,,ENVIRONMENTAL POLLUTION,0269-7491,292,,,"Cau, Alessandro and Franceschini, Simone and Moccia, Davide and Gorule, Pankaj A. and Agus, Blondine and Bellodi, Andrea and Cannas, Rita and Carugati, Laura and Cuccu, Danila and Dessi, Claudia and Marongiu, Martina F. and Melis, Riccardo and Mulas, Antonello and Porceddu, Riccardo and Porcu, Cristina and Russo, Tommaso and Follesa, Maria Cristina",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.envpol.2021.118338,Marine litter; Single-use plastic; Mitigation strategies; Seafloor macrolitter hotspots; Litter r...,,,""
rayyan-401776902,A review of biopolymer (Poly-β-hydroxybutyrate) synthesis in microbes cultivated on wastewater,2021,2,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,756,,,"Amadu, Ayesha Algade and Qiu, Shuang and Ge, Shijian and Addico, Gloria Naa Dzama and Ameka, Gabriel Komla and Yu, Ziwei and Xia, Wenhao and Abbew, Abdul-Wahab and Shao, Dadong and Champagne, Pascale and Wang, Sufeng",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2020.143729,Microbe; Poly-beta-hydroxybutyrates; Resource recovery; PHA; PHB; Wastewater,,,""
rayyan-401776903,Consumers' sustainability-related perception of and willingness-to-pay for food packaging alternatives,2022,6,,RESOURCES CONSERVATION AND RECYCLING,0921-3449,181,,,"Herrmann, Christoph and Rhein, Sebastian and Straeter, Katharina Friederike",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.resconrec.2022.106219,Choice experiment; Consumer perception; Packaging; Plastic; Sustainable consumption; Willingness-...,,,""
rayyan-401776904,Temporal changes of plastic litter and associated encrusting biota: Evidence from Central Italy (Mediterranean Sea),2022,8,,MARINE POLLUTION BULLETIN,0025-326X,181,,,"Cesarini, Giulia and Secco, Silvia and Battisti, Corrado and Questino, Beatrice and Marcello, Leonardo and Scalici, Massimiliano",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.113890,Mediterranean Sea; Beach litter; Fouling biota; Seasonality; Single use plastic; Citizen science,,,""
rayyan-401776905,Life cycle and environmental impact evaluation of polylactic acid (PLA) production in Ecuador,2022,6,,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,0948-3349,27,6,834-848,"Riofrio, Ariel and Cornejo, Mauricio and Baykara, Haci",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s11367-022-02067-4,Biopolymer; Climate change; Environmental impact; Film; Life cycle assessment; Polylactic acid (PLA),,,""
rayyan-401776906,Marine biodegradability review of plastics,2021,,,WATER CYCLE,,2,,38-43,"Van Rossum, Tony",,English,KEAI PUBLISHING LTD,"16 DONGHUANGCHENGGEN NORTH ST, Building 5, Room 411, BEIJING, DONGCHENG DISTRICT 100009, PEOPLES R CHINA",,"",10.1016/j.watcyc.2021.06.001,Microplastics; Sustainable marine environment; Plastic biodegradability; Biodegradation test meth...,,,""
rayyan-401776907,Fibre-Reinforced Polymer Made from Plastic Straw for Concrete Confinement: An Alternative Method of Managing Plastic Waste from the COVID-19 Pandemic,2021,,,ENGINEERING JOURNAL-THAILAND,0125-8281,25,3,1-14,"Jirawattanasomkul, Tidarut and Likitlersuang, Suched and Wuttiwannasak, Nattamet and Varabuntoonvit, Viganda and Yodsudjai, Wanchai and Ueda, Tamon",,English,"CHULALONGKORN UNIV, FAC ENGINEERING","254 PHAYATHAI RD, PATHUMWAN, BANGKOK, 10330, THAILAND",,"",10.4186/ej.2021.25.3.1,Fibre-reinforced polymer; concrete confinement; plastic straw; waste management; COVID-19,,,""
rayyan-401776908,Assessment of Biodegradation and Eco-Toxic Properties of Novel Starch and Gelatine Blend Bioplastics,2021,12,,RECYCLING,,6,4,,"Mroczkowska, Marta and Germaine, Kieran and Culliton, David and Kakouli Duarte, Thomais and Neves, Adriana Cunha",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/recycling6040081,bioplastics; fish protein; biodegradation; ecotoxicity,,,""
rayyan-401776909,Seasonal and geographic variations of marine litter: A comprehensive study from the island of Cyprus,2022,4,,MARINE POLLUTION BULLETIN,0025-326X,177,,,"Orthodoxou, Demetra L. and Loizidou, I, Xenia and Baldwin, Christina and Kocareis, Cemile and Karonias, Anastasis and Ates, Maria Ayca",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.113495,Marine debris; Mediterranean; Island; Marine litter monitoring; Plastic pollution; Waste management,,,""
rayyan-401776910,A study on consumer consciousness and behavior to the plastic bag ban in Kenya,2021,3,,JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT,1438-4957,23,2,425-435,"Omondi, Isaac and Asari, Misuzu",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s10163-020-01142-y,Plastic waste; Bans; Consumer consciousness; Plastic bags; Reusable bags,,,""
rayyan-401776911,Standardized method for controlled modification of poly (ethylene terephthalate) (PET) crystallinity for assaying PET degrading enzymes,2022,,,METHODSX,,9,,,"Thomsen, Thore Bach and Hunt, Cameron J. and Meyer, Anne S.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.mex.2022.101815,PET hydrolase; PET crystallinity; Enzyme assay,,,""
rayyan-401776912,Factors influencing the use of non-plastic reusable shopping bags: A cognitive-normative-habitual approach,2021,11,,AUSTRALIAN JOURNAL OF ENVIRONMENTAL EDUCATION,0814-0626,37,3,306-325,"Muposhi, Asphat and Mpinganjira, Mercy and Wait, Marius",,English,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND",,"",10.1017/aee.2021.9,non plastic reusable shopping bags; pro-environmental behaviour; modified theory of planned behav...,,,""
rayyan-401776913,Institutional Capacity Building Toward the Sustainability of Ocean Science in Light of the COVID-19 Pandemic,2022,5,,MARINE TECHNOLOGY SOCIETY JOURNAL,0025-3324,56,3,44-45,"Hollela, Veronica Robins and Rocha, Ana",,English,MARINE TECHNOLOGY SOC INC,"5565 STERRETT PLACE, STE 108, COLUMBIA, MD 21044 USA",,"",,marine pollution; plastic waste; COVID-19; parliamentarians; policymakers,,,""
rayyan-401776914,An overview of plastic straw policies in the Americas,2021,11,,MARINE POLLUTION BULLETIN,0025-326X,172,,,"Mailes Neto, Arnaldo and Gomes, Thiago Santiago and Pertel, Monica and Vieira, Louise A. V. P. and Pacheco, V, Elen B. A.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112813,Plastic straws; Public policies; Single-use plastics; Regulation; Drinking Straws,,,""
rayyan-401776915,Application of failure mode and effects analysis to reduce microplastic emissions,2021,5,,WASTE MANAGEMENT \& RESEARCH,0734-242X,39,5,744-753,"Pires, Ana and Sobral, Paula",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,"",10.1177/0734242X211003133,Microplastic\&\#8211; failure mode and effect analysis; microplastics; risk analysis; plastic rec...,,,""
rayyan-401776916,"Composition and abundance of benthic marine litter in the fishing grounds of Iskenderun Bay, northeastern Levantine coast of Turkey",2021,11,,MARINE POLLUTION BULLETIN,0025-326X,172,,,"Buyukdeveci, Ferhat and Gundogdu, Sedat",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112840,Iskenderun Bay; Marine litter; Plastic pollution; Marine pollution; Benthic debris,,,""
rayyan-401776917,Fishing plastics: A high occurrence of marine litter in surf-zone trammel nets of Southern Brazil,2021,12,,MARINE POLLUTION BULLETIN,0025-326X,173,,,"Pinheiro, Leonardo Martins and Lupchinski Junior, Enio and Denuncio, Pablo and Machado, Rodrigo",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112946,Marine pollution; Marine debris; Single-used plastic; Environmental impact; Coastal management; S...,,,""
rayyan-401776918,Improvement of Packaging Circularity through the Application of Reusable Beverage Cup Reuse Models at Outdoor Festivals and Events,2021,1,,SUSTAINABILITY,,13,1,,"Suskevice, Valdone and Kruopiene, Jolita",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su13010247,circular economy; reusable cups; sustainable events; deposit-refund system; packaging waste; reus...,,,""
rayyan-401776919,Influence of personal value orientations on pro-environmental behaviour: a case of green shopping bags,2021,,,INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT,1478-9876,28,1,76-92,"Muposhi, Asphat and Mpinganjira, Mercy and Wait, Marius",,English,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND",,"",10.1504/IJEWM.2021.117011,single-use plastic shopping bags; SUPBs; green shopping bags; green consumerism; value-belief-nor...,,,""
rayyan-401776920,Ecotoxicological and physiological risks of microplastics on fish and their possible mitigation measures,2021,7,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,779,,,"Mallik, Abhijit and Xavier, K. A. Martin and Naidu, Bejawada Chanikya and Nayak, Binaya Bhusan",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2021.146433,Fish; Microplastics; Trophic transfer; Toxicity; Mitigation measure,,,""
rayyan-401776921,"Personal protective equipment (PPE) pollution driven by the COVID-19 pandemic in coastal environment, Southeast Coast of India",2022,7,,MARINE POLLUTION BULLETIN,0025-326X,180,,,"Gunasekaran, Kannan and Mghili, Bilal and Saravanakumar, Ayyappan",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.113769,COVID-19; Plastic; Microplastics; Management; India,,,""
